node_id	entity_name	attribute_text	triplets_text
161	DJ Quik	DJ Quik.	 [DJ Quik]'s song is Ladies And Thugs, Born and Raised In Compton. [DJ Quik]'s release is Trauma.
162	Hank Locklin	Hank Locklin.	 [Hank Locklin]'s song is Danny Boy. [Hank Locklin]'s release is I Always Lose, RCA Country Legends.
163	BT	BT.	 [BT]'s song is Mercury & Solace. [BT]'s release is The Dungeonmaster's Guide. [BT]'s term is electronica.
164	2-4 Grooves feat. Reki D.	2-4 Grooves feat. Reki D..	 [2-4 Grooves feat. Reki D.]'s song is Relax. [2-4 Grooves feat. Reki D.]'s term is vocal house. [2-4 Grooves feat. Reki D.]'s release is Relax.
165	The Jordanaires	The Jordanaires.	 [The Jordanaires]'s song is Your Love Takes Good Care Of Me, Games People Play. [The Jordanaires]'s release is Joy In Our Hearts - The Gospel Side Of The Jordanaires.
166	Descendents	Descendents.	 [Descendents]'s release is Enjoy!. [Descendents]'s song is Cheer. [Descendents]'s term is hardcore punk.
167	L.A. Guns	L.A. Guns.	 [L.A. Guns]'s term is heavy metal. [L.A. Guns]'s song is Some Lie For Love. [L.A. Guns]'s release is Hollywood Vampires.
168	Bare Jr.	Bare Jr..	 [Bare Jr.]'s song is Naked Albino. [Bare Jr.]'s term is post-grunge. [Bare Jr.]'s release is Boo-Tay.
169	Shelley Fabares	Shelley Fabares.	 [Shelley Fabares]'s term is brill building pop. [Shelley Fabares]'s song is Johnny Loves Me (LP Version). [Shelley Fabares]'s release is The Best Of Shelley Fabares [Digital Version].
170	Norrie Paramor	Norrie Paramor.	 [Norrie Paramor]'s release is In London  In Love. [Norrie Paramor]'s term is easy listening. [Norrie Paramor]'s song is Dearly Beloved.
171	Gary Hobbs	Gary Hobbs.	 [Gary Hobbs]'s release is 30 Del Recuerdo. [Gary Hobbs]'s song is So\xc3\xb1ando En Ti. [Gary Hobbs]'s term is tejano.
172	Diesel Boy	Diesel Boy.	 [Diesel Boy]'s song is Dragonfly. [Diesel Boy]'s release is Rode Hard and Put Away Wet. [Diesel Boy]'s term is pop rock.
173	Angelo Badalamenti	Angelo Badalamenti.	 [Angelo Badalamenti]'s song is Vera Begs Dylan. [Angelo Badalamenti]'s release is Blue Velvet, The Edge Of Love.
174	Cradle Of Filth	Cradle Of Filth.	 [Cradle Of Filth]'s term is sympho black metal. [Cradle Of Filth]'s song is Summer Dying Fast. [Cradle Of Filth]'s release is Bitter Suites to Succubi.
175	Jim Chappell	Jim Chappell.	 [Jim Chappell]'s term is chamber jazz. [Jim Chappell]'s release is Laughter At Dawn. [Jim Chappell]'s song is First Kiss.
176	Ladybug	Ladybug.	 [Ladybug]'s song is Snapshot. [Ladybug]'s release is Snapshot. [Ladybug]'s term is dancehall.
177	Bandido	Bandido.	 [Bandido]'s term is hard house. [Bandido]'s song is End Of The Road (Head Horny\x19s Remix). [Bandido]'s release is End Of The Road - Single.
178	Brixx	Brixx.	 [Brixx]'s song is 7 Miles. [Brixx]'s term is rap. [Brixx]'s release is 7 Miles.
179	Susana Seivane	Susana Seivane.	 [Susana Seivane]'s song is Mazurcas das R\xc3\xadas Baixas. [Susana Seivane]'s term is gaita. [Susana Seivane]'s release is Os so\xc3\xb1os que volven.
180	Leland Martin	Leland Martin.	 [Leland Martin]'s song is Stone Cold Fingers (Bonus Track). [Leland Martin]'s release is Leland Martin. [Leland Martin]'s term is honky tonk.
181	Test Icicles	Test Icicles.	 [Test Icicles]'s release is For Screening Purposes Only, What's Your Damage?. [Test Icicles]'s song is What's Your Damage?.
182	Heaven 17	Heaven 17.	 [Heaven 17]'s release is Endless. [Heaven 17]'s song is Resurrection Man. [Heaven 17]'s term is new romantic.
183	React	React.	 [React]'s song is Fabrication. [React]'s release is Deus Ex Machina. [React]'s term is happy hardcore.
184	Mance Lipscomb	Mance Lipscomb.	 [Mance Lipscomb]'s release is The Best of Mance Lipscomb. [Mance Lipscomb]'s song is Ballad Of The Boll Weevil (Remastered Version) (Take 10). [Mance Lipscomb]'s term is texas blues.
185	Scott Wesley Brown	Scott Wesley Brown.	 [Scott Wesley Brown]'s song is I Stand Here Forgiven. [Scott Wesley Brown]'s release is Somebody's Brother. [Scott Wesley Brown]'s term is modern rock.
186	FlA!vio JosA(c)	FlA!vio JosA(c).	 [FlA!vio JosA(c)]'s song is \xc3\x89 Sempre Assim. [FlA!vio JosA(c)]'s term is brazil. [FlA!vio JosA(c)]'s release is Me Diz Amor.
187	Moss	Moss.	 [Moss]'s release is Moss. [Moss]'s song is Orchard. [Moss]'s term is future jazz.
188	Pery Ribeiro	Pery Ribeiro.	 [Pery Ribeiro]'s term is bossa nova. [Pery Ribeiro]'s song is Momento De Amor. [Pery Ribeiro]'s release is S'Wonderful Movie'n Bossa.
189	Soular	Soular.	 [Soular]'s song is Everything Changes. [Soular]'s term is breakbeat. [Soular]'s release is Time and Space.
190	Dimmu Borgir	Dimmu Borgir.	 [Dimmu Borgir]'s release is In Sorte Diaboli. [Dimmu Borgir]'s song is The Chosen Legacy. [Dimmu Borgir]'s term is black metal.
191	Public Image Ltd	Public Image Ltd.	 [Public Image Ltd]'s song is This Is Not A Love Song. [Public Image Ltd]'s release is This Is What You Want . . . This Is What You Get. [Public Image Ltd]'s term is dance rock.
192	Gary Moore	Gary Moore.	 [Gary Moore]'s song is Nothing's The Same. [Gary Moore]'s release is Dark Days In Paradise. [Gary Moore]'s term is blues-rock.
193	Pascal Sangla	Pascal Sangla.	 [Pascal Sangla]'s release is Une petite pause. [Pascal Sangla]'s term is french pop. [Pascal Sangla]'s song is Assis par terre.
194	The B-52's	The B-52's.	 [The B-52's]'s song is Wig. [The B-52's]'s release is The B52's. [The B-52's]'s term is dance rock.
195	Dakis	Dakis.	 [Dakis]'s release is Ta Oriaotera Mou Tragoudia, Moments. [Dakis]'s song is Perasmena Mesanihta.
196	Sex Pistols	Sex Pistols.	 [Sex Pistols]'s release is The Sex Pistols. [Sex Pistols]'s song is God Save the Queen (Live). [Sex Pistols]'s term is punk.
197	Chris Brown	Chris Brown.	 [Chris Brown]'s song is I Love U. [Chris Brown]'s release is Talking Drum, Forever.
198	Deekline & Wizard	Deekline & Wizard.	 [Deekline & Wizard]'s release is Breaks  Beats & Blondes. [Deekline & Wizard]'s song is Show Me - Splitloop Remix. [Deekline & Wizard]'s term is breakbeat.
199	Daniela DessA!	Daniela DessA!.	 [Daniela DessA!]'s term is opera. [Daniela DessA!]'s release is Ethnic Lounge 2. [Daniela DessA!]'s song is Tramonto Etnico.
200	Hem	Hem.	 [Hem]'s song is Redwing. [Hem]'s term is folk-pop. [Hem]'s release is Rabbit Songs.
201	Lily Allen	Lily Allen.	 [Lily Allen]'s term is ska. [Lily Allen]'s release is It's Not Me  It's You. [Lily Allen]'s song is LDN (Warbox Original Cut Dub).
202	Pentangle	Pentangle.	 [Pentangle]'s song is Rain And Snow. [Pentangle]'s release is Solomon's Seal, Light Flight - The Anthology.
203	DJ Dips	DJ Dips.	 [DJ Dips]'s term is turnablism. [DJ Dips]'s song is Gerra De De. [DJ Dips]'s release is This DJ.
204	Ana Bekuta	Ana Bekuta.	 [Ana Bekuta]'s release is Zlatni hitovi '90 1. [Ana Bekuta]'s song is Kako mi je pitas sad. [Ana Bekuta]'s term is pop folk.
205	Jason Miles	Jason Miles.	 [Jason Miles]'s song is Voices On The Corner. [Jason Miles]'s release is Miles To Miles. [Jason Miles]'s term is jazz fusion.
206	Busdriver	Busdriver.	 [Busdriver]'s song is (Bloody Paw On The) Kill Floor. [Busdriver]'s release is Well Deep: Ten Years Of Big Dada, RoadKillOvercoat.
207	Byther Smith	Byther Smith.	 [Byther Smith]'s term is chicago blues. [Byther Smith]'s release is Addressing The Nation With The Blues. [Byther Smith]'s song is So Unhappy.
208	Bebo & Cigala	Bebo & Cigala.	 [Bebo & Cigala]'s song is Inolvidable. [Bebo & Cigala]'s release is Lagrimas Negras. [Bebo & Cigala]'s term is latin jazz.
209	Bizarre Inc	Bizarre Inc.	 [Bizarre Inc]'s song is Miracle. [Bizarre Inc]'s term is breakbeat. [Bizarre Inc]'s release is Surprise.
210	Bongzilla	Bongzilla.	 [Bongzilla]'s song is 666lb. Bongsession. [Bongzilla]'s release is Apogee. [Bongzilla]'s term is stoner metal.
211	The Gone Jackals	The Gone Jackals.	 [The Gone Jackals]'s release is Out And About With.... [The Gone Jackals]'s song is Drop The Hammer, Not Buried Deep Enough.
212	The Willis Brothers	The Willis Brothers.	 [The Willis Brothers]'s term is western swing. [The Willis Brothers]'s release is Strictly Trucking. [The Willis Brothers]'s song is Give Me 40 Acres (To Turn This Rig Around).
213	Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd	Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd.	 [Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd]'s song is Ernesto Nazareth. [Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd]'s release is Music Of The Brazilian Masters. [Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd]'s term is latin jazz.
214	S.U.P	S.U.P.	 [S.U.P]'s release is To Live Alone, The Cube 1998. [S.U.P]'s song is Insanity.
215	Boogie Pimps	Boogie Pimps.	 [Boogie Pimps]'s term is hard house. [Boogie Pimps]'s release is Then Came You. [Boogie Pimps]'s song is Get Back Down.
216	Brian Keane	Brian Keane.	 [Brian Keane]'s term is world beat. [Brian Keane]'s song is Dark Flashes. [Brian Keane]'s release is The Way West.
217	Aberdeen	Aberdeen.	 [Aberdeen]'s song is Beyond the Light. [Aberdeen]'s term is twee pop. [Aberdeen]'s release is Suburban.
218	The Killers	The Killers.	 [The Killers]'s release is Day & Age. [The Killers]'s song is A White Demon Love Song (Soundtrack Album Version). [The Killers]'s term is rock.
219	Gloriana	Gloriana.	 [Gloriana]'s release is Napoli... Canzoni eterne  vol. 3. [Gloriana]'s song is Pulecenella 'e m\xc3\xb2. [Gloriana]'s term is teen pop.
220	Butterfly Temple	Butterfly Temple.	 [Butterfly Temple]'s song is Iskorosten' (instr.). [Butterfly Temple]'s release is Za Solntsem Vsled. [Butterfly Temple]'s term is doom metal.
221	Grant Geissman	Grant Geissman.	 [Grant Geissman]'s term is smooth jazz. [Grant Geissman]'s song is Big Stax/High Volts (Album Version). [Grant Geissman]'s release is Rustic Technology.
222	20/20	20/20.	 [20/20]'s term is power pop. [20/20]'s song is It Goes On. [20/20]'s release is Interstate.
223	JosA(c) Augusto	JosA(c) Augusto.	 [JosA(c) Augusto]'s release is Ao Vivo. [JosA(c) Augusto]'s song is Pecado De Amor. [JosA(c) Augusto]'s term is latin pop.
224	Orbital	Orbital.	 [Orbital]'s release is The Altogether. [Orbital]'s song is Are We Here ?. [Orbital]'s term is techno.
225	Bone Thugs-N-Harmony / Akon	Bone Thugs-N-Harmony / Akon.	 [Bone Thugs-N-Harmony / Akon]'s release is Strength & Loyalty. [Bone Thugs-N-Harmony / Akon]'s term is gangster rap. [Bone Thugs-N-Harmony / Akon]'s song is Never Forget Me.
226	Moonsorrow	Moonsorrow.	 [Moonsorrow]'s song is Ukkosenjumalan poika. [Moonsorrow]'s release is Kivenkantaja. [Moonsorrow]'s term is viking metal.
227	N.W.A.	N.W.A..	 [N.W.A.]'s song is A B***** Is A B***** (Edited), Approach To Danger (Edited). [N.W.A.]'s release is Straight Outta Compton (2002 Digital Remaster) (Explicit).
228	Rage Against The Machine	Rage Against The Machine.	 [Rage Against The Machine]'s term is rap metal. [Rage Against The Machine]'s release is Live at the Grand Olympic Auditorium. [Rage Against The Machine]'s song is Kick Out The Jams.
229	Jazz Gillum	Jazz Gillum.	 [Jazz Gillum]'s song is Gillum Blues. [Jazz Gillum]'s release is Jazz Gillum Vol. 2 1938-1941. [Jazz Gillum]'s term is chicago blues.
230	Rise Against	Rise Against.	 [Rise Against]'s song is Everchanging. [Rise Against]'s release is This Is Noise. [Rise Against]'s term is hardcore punk.
231	Ultraviolence	Ultraviolence.	 [Ultraviolence]'s release is Blown Away. [Ultraviolence]'s song is Murder Academy. [Ultraviolence]'s term is gabba.
232	Korn	Korn.	 [Korn]'s song is Make Me Bad. [Korn]'s release is Untitled. [Korn]'s term is rap metal.
233	Sir Neville Marriner	Sir Neville Marriner.	 [Sir Neville Marriner]'s song is Two Elegiac Melodies Op. 34: 2. The Last Spring, Ancient Airs and Dances (1996 Digital Remaster)  Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne). [Sir Neville Marriner]'s release is Mozart: Academy in Concert.
234	Agnes	Agnes.	 [Agnes]'s release is I Need You Now. [Agnes]'s term is europop. [Agnes]'s song is Non Conformist Acclaimed.
235	James Horner	James Horner.	 [James Horner]'s song is Atmosphere Station. [James Horner]'s release is Aliens - The Deluxe Edition. [James Horner]'s term is rock.
236	Tantric	Tantric.	 [Tantric]'s song is Coming Undone. [Tantric]'s release is Mind Control. [Tantric]'s term is post-grunge.
237	The Irish Tenors	The Irish Tenors.	 [The Irish Tenors]'s release is Live From Dublin. [The Irish Tenors]'s song is Mountains Of Mourne. [The Irish Tenors]'s term is irish folk.
238	U2	U2.	 [U2]'s term is dance rock. [U2]'s release is No Line On The Horizon. [U2]'s song is Vertigo.
239	Little Joe	Little Joe.	 [Little Joe]'s song is Loco (Crazy). [Little Joe]'s term is soul jazz. [Little Joe]'s release is Nuestra Tradici\xc3\xb3n.
240	Blind Blake & The Royal Victoria Hotel Calypsos	Blind Blake & The Royal Victoria Hotel Calypsos.	 [Blind Blake & The Royal Victoria Hotel Calypsos]'s song is Oh Look Misery. [Blind Blake & The Royal Victoria Hotel Calypsos]'s term is country blues. [Blind Blake & The Royal Victoria Hotel Calypsos]'s release is Bahamian Songs.
241	Percy Faith	Percy Faith.	 [Percy Faith]'s release is The Sound Of Music. [Percy Faith]'s song is The Song Is You. [Percy Faith]'s term is instrumental pop.
242	Extreme	Extreme.	 [Extreme]'s song is Teacher's Pet. [Extreme]'s release is Extreme. [Extreme]'s term is funk metal.
243	Alexandre Desplat	Alexandre Desplat.	 [Alexandre Desplat]'s release is Afterwards, Music from the Motion Picture The Curious Case of Benjamin Button. [Alexandre Desplat]'s song is Le Chagrin de Coco.
244	Prozak	Prozak.	 [Prozak]'s song is Go To Hell. [Prozak]'s term is rap. [Prozak]'s release is Tales From The Sick.
245	Jerry Butler	Jerry Butler.	 [Jerry Butler]'s term is chicago soul. [Jerry Butler]'s release is Jerry Butler Selected Hits Vol. 4. [Jerry Butler]'s song is Moon River - Original.
246	Yvette Horner	Yvette Horner.	 [Yvette Horner]'s term is chanson. [Yvette Horner]'s release is L'essentiel 2003. [Yvette Horner]'s song is La Plus Bath Des Javas.
247	Delta 9	Delta 9.	 [Delta 9]'s release is No Regrets. [Delta 9]'s song is In The Void. [Delta 9]'s term is gabba.
248	Placebo	Placebo.	 [Placebo]'s release is Black Market Music, The Bitter End. [Placebo]'s song is Evalia.
249	Tam Tam Go!	Tam Tam Go!.	 [Tam Tam Go!]'s release is Miscelanea. [Tam Tam Go!]'s song is Better Ways, Belleza Pasajera.
250	Gertrudis	Gertrudis.	 [Gertrudis]'s term is big beat. [Gertrudis]'s song is Quitxalla. [Gertrudis]'s release is 500.
251	Warrior King	Warrior King.	 [Warrior King]'s term is roots reggae. [Warrior King]'s song is Empress So Divine. [Warrior King]'s release is Hold The Faith.
252	LORE	LORE.	 [LORE]'s term is trip hop. [LORE]'s release is My Soul Speaks. [LORE]'s song is Pluvialus.
253	Soul Asylum	Soul Asylum.	 [Soul Asylum]'s release is Say What You Will  Clarence...Karl Sold The Truck, While You Were Out. [Soul Asylum]'s song is Lies Of Hate.
254	Carl Doy with NZSO	Carl Doy with NZSO.	 [Carl Doy with NZSO]'s release is Music For Christmas Lovers. [Carl Doy with NZSO]'s term is progressive house. [Carl Doy with NZSO]'s song is The First Noel.
255	The Nightraver & The Magican	The Nightraver & The Magican.	 [The Nightraver & The Magican]'s song is Drop the Bass. [The Nightraver & The Magican]'s release is Ultimate Happy Hardcore 3. [The Nightraver & The Magican]'s term is gabba.
256	Rah Digga (Featuring Outsidaz)	Rah Digga (Featuring Outsidaz).	 [Rah Digga (Featuring Outsidaz)]'s song is The Last Word (Amended Version). [Rah Digga (Featuring Outsidaz)]'s release is Dirty Harriet. [Rah Digga (Featuring Outsidaz)]'s term is hip hop.
257	RUN-DMC	RUN-DMC.	 [RUN-DMC]'s song is Run's House. [RUN-DMC]'s release is King Of Rock, King Of Rock.
258	Bert Kaempfert And His Orchestra	Bert Kaempfert And His Orchestra.	 [Bert Kaempfert And His Orchestra]'s release is Love That Bert Kaempfert. [Bert Kaempfert And His Orchestra]'s song is Talk. [Bert Kaempfert And His Orchestra]'s term is orchestra.
259	Lady May	Lady May.	 [Lady May]'s song is The Boss. [Lady May]'s release is Pink Chokolate!. [Lady May]'s term is hip hop.
260	Nightwish	Nightwish.	 [Nightwish]'s song is Escapist. [Nightwish]'s release is Dark Passion Play, Made In Hong Kong (And In Various Other Places).
261	Frank Chacksfield	Frank Chacksfield.	 [Frank Chacksfield]'s term is orchestra. [Frank Chacksfield]'s song is Theme From the Victors. [Frank Chacksfield]'s release is Black Satin Vol1.
262	Cesar Camargo Mariano/Helio Delmiro	Cesar Camargo Mariano/Helio Delmiro.	 [Cesar Camargo Mariano/Helio Delmiro]'s term is latin jazz. [Cesar Camargo Mariano/Helio Delmiro]'s release is Samambaia. [Cesar Camargo Mariano/Helio Delmiro]'s song is Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente.
263	Buzzhorn	Buzzhorn.	 [Buzzhorn]'s song is Pinned To The Ground (album version). [Buzzhorn]'s release is Disconnected. [Buzzhorn]'s term is post-grunge.
264	Silverstein	Silverstein.	 [Silverstein]'s song is FRIENDS IN FALL RIVER  (LP Version). [Silverstein]'s term is post-hardcore. [Silverstein]'s release is Discovering The Waterfront.
265	!!!	!!!.	 [!!!]'s song is Myth Takes. [!!!]'s release is Myth Takes. [!!!]'s term is dance-punk.
266	The Secret Life of Teenage Girls	The Secret Life of Teenage Girls.	 [The Secret Life of Teenage Girls]'s term is grindcore. [The Secret Life of Teenage Girls]'s release is The Last Living American Marxists. [The Secret Life of Teenage Girls]'s song is Carpe PM.
267	The Notorious B.I.G.	The Notorious B.I.G..	 [The Notorious B.I.G.]'s release is Greatest Hits. [The Notorious B.I.G.]'s term is gangster rap. [The Notorious B.I.G.]'s song is Who Shot Ya (Amended Album Version).
268	Led Zeppelin	Led Zeppelin.	 [Led Zeppelin]'s term is blues-rock. [Led Zeppelin]'s release is Mothership. [Led Zeppelin]'s song is Immigrant Song (Album Version).
269	Sandi Thom	Sandi Thom.	 [Sandi Thom]'s release is Bleeding Love. [Sandi Thom]'s term is british pop. [Sandi Thom]'s song is I Wish I Was A Punk Rocker (With Flowers In My Hair).
270	Carl Belew	Carl Belew.	 [Carl Belew]'s term is rockabilly. [Carl Belew]'s song is Love's Been Good To Me. [Carl Belew]'s release is 20 Greatest Hits.
271	The Field Mice	The Field Mice.	 [The Field Mice]'s song is Below The Stars. [The Field Mice]'s release is Coastal. [The Field Mice]'s term is twee pop.
272	Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas	Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas.	 [Billy Higgins  Bob Berg  Cedar Walton  Tony Dumas]'s song is Plexis. [Billy Higgins  Bob Berg  Cedar Walton  Tony Dumas]'s release is Once More. [Billy Higgins  Bob Berg  Cedar Walton  Tony Dumas]'s term is hard bop.
273	Catherine Howe	Catherine Howe.	 [Catherine Howe]'s release is Harry / Silent Mother Nature. [Catherine Howe]'s song is Going Home (Acoustic). [Catherine Howe]'s term is chill-out.
